Customer_ID,Quarter,Segment,Plan,Status,MRR_INR,Tenure_Months,Seats,Usage_Pct,CSAT,Industry,Churn_Reason,Onboarding_Type,Support_Tickets,Region
499,Q2,Enterprise,Enterprise,Churned,62085,32,84,22,4.5,SaaS,Competitor,Enterprise CSM,8,East
500,Q2,Enterprise,Enterprise,Active,71864,11,75,62,8.0,SaaS,Not Applicable,Enterprise CSM,3,West
501,Q2,Mid-Market,Growth,Churned,15495,33,9,21,4.6,Media,Missing features,Self-serve,10,West
502,Q2,Mid-Market,Growth,Churned,17441,31,48,30,4.1,Healthcare,Poor UX,Self-serve,12,South
503,Q2,Enterprise,Enterprise,Active,34031,33,144,66,6.9,SaaS,Not Applicable,Enterprise CSM,6,South
504,Q2,SMB,Starter,Churned,3626,31,7,31,4.6,Logistics,Competitor,Self-serve,14,East
505,Q2,Enterprise,Enterprise,Active,78778,12,114,69,8.3,EdTech,Not Applicable,Enterprise CSM,6,West
506,Q2,Enterprise,Enterprise,Churned,58689,29,98,5,5.8,Manufacturing,Missing features,Enterprise CSM,13,West
507,Q2,Mid-Market,Starter,Churned,4312,27,9,30,4.6,Healthcare,Not Applicable,Self-serve,9,North
508,Q2,Mid-Market,Growth,Active,18604,31,27,54,8.0,EdTech,Not Applicable,Assisted,5,North
509,Q2,SMB,Starter,Active,2218,11,3,64,8.0,EdTech,Not Applicable,Self-serve,4,North
510,Q2,Mid-Market,Growth,Active,8264,21,27,51,8.0,Media,Not Applicable,Assisted,2,East
511,Q3,Mid-Market,Growth,Churned,14068,26,44,20,3.1,Logistics,Poor UX,Assisted,5,East
512,Q3,Mid-Market,Growth,Churned,15764,9,39,24,6.0,Manufacturing,Poor UX,Self-serve,3,West
513,Q3,Enterprise,Enterprise,Active,68394,17,86,41,6.9,Manufacturing,Not Applicable,Unknown,6,North
514,Q3,Mid-Market,Growth,Active,10660,7,8,36,8.6,Fintech,Not Applicable,Self-serve,2,West
515,Q3,SMB,Growth,Active,15080,20,25,51,7.8,Fintech,Not Applicable,Self-serve,0,North
516,Q3,SMB,Growth,Active,9174,7,44,66,6.9,Ecommerce,Not Applicable,Self-serve,6,West
517,Q3,Enterprise,Growth,Churned,15546,22,18,9,3.9,SaaS,Missing features,Assisted,7,North
518,Q3,Mid-Market,Enterprise,Active,63812,8,72,68,6.9,Healthcare,Not Applicable,Enterprise CSM,2,South
519,Q3,Enterprise,Enterprise,Active,45427,34,91,47,7.8,Logistics,Not Applicable,Enterprise CSM,3,East
520,Q3,SMB,Growth,Paused,9631,11,13,28,7.1,Fintech,Not Applicable,Self-serve,1,South
521,Q3,Mid-Market,Growth,Active,8198,14,34,72,7.3,SaaS,Not Applicable,Assisted,1,East
522,Q3,Mid-Market,Growth,Trial,13137,21,11,50,7.6,Media,Not Applicable,Assisted,5,East
523,Q3,Mid-Market,Starter,Churned,4576,33,5,19,3.6,Healthcare,Poor UX,Self-serve,6,East
524,Q3,Mid-Market,Enterprise,Active,57250,22,157,46,6.7,SaaS,Not Applicable,Enterprise CSM,2,East
525,Q3,Enterprise,Growth,Active,10055,14,44,62,6.6,Media,Not Applicable,Assisted,1,North
526,Q3,Enterprise,Enterprise,Churned,49100,12,82,38,3.4,Ecommerce,Budget cut,Enterprise CSM,6,South
527,Q3,Enterprise,Growth,Trial,17295,26,22,24,5.7,SaaS,Not Applicable,Self-serve,2,West
528,Q3,SMB,Growth,Active,19314,19,21,51,8.0,Fintech,Not Applicable,Assisted,6,South
529,Q3,Mid-Market,Growth,Churned,10088,16,9,23,4.8,Logistics,Price,Self-serve,6,East
530,Q3,Mid-Market,Enterprise,Active,49992,5,133,74,8.6,EdTech,Not Applicable,Enterprise CSM,1,East
531,Q3,Enterprise,Growth,Active,10399,18,30,70,8.1,Fintech,Not Applicable,Assisted,4,East
532,Q3,Enterprise,Enterprise,Active,68015,6,103,75,6.1,EdTech,Not Applicable,Enterprise CSM,4,West
533,Q3,Mid-Market,Growth,Active,10677,26,46,38,6.4,Healthcare,Not Applicable,Assisted,4,West
534,Q3,Enterprise,Enterprise,Trial,30252,22,74,17,5.2,Logistics,Not Applicable,Enterprise CSM,1,East
535,Q3,SMB,Starter,Trial,3085,26,3,44,6.3,EdTech,Not Applicable,Self-serve,4,West
536,Q3,SMB,Starter,Active,2487,8,6,71,6.6,SaaS,Not Applicable,Self-serve,1,North
537,Q3,SMB,Growth,Paused,11616,31,21,39,6.1,EdTech,Not Applicable,Self-serve,2,South
538,Q3,Mid-Market,Starter,Active,15075,15,5,43,7.9,Logistics,Not Applicable,Self-serve,3,South
539,Q3,Mid-Market,Growth,Active,13715,28,9,63,7.9,Media,Not Applicable,Self-serve,4,South
540,Q3,SMB,Enterprise,Active,55382,26,33,52,7.5,Media,Not Applicable,Enterprise CSM,4,East
541,Q3,Enterprise,Enterprise,Churned,38720,8,85,26,3.9,Fintech,Competitor,Enterprise CSM,6,West
542,Q3,Enterprise,Growth,Active,8679,31,22,47,7.9,Logistics,Not Applicable,Assisted,2,South
543,Q3,Mid-Market,Enterprise,Paused,33604,32,191,17,7.4,SaaS,Not Applicable,Enterprise CSM,2,West
544,Q3,Mid-Market,Enterprise,Active,71272,23,101,60,7.1,Fintech,Not Applicable,Self-serve,5,North
545,Q3,SMB,Starter,Churned,4074,25,8,18,3.1,Logistics,Price,Unknown,6,South
546,Q3,Enterprise,Starter,Active,2407,26,3,39,7.0,Logistics,Not Applicable,Self-serve,0,North
547,Q3,Mid-Market,Starter,Active,3652,24,3,39,8.7,Manufacturing,Not Applicable,Self-serve,2,West
548,Q3,Enterprise,Enterprise,Churned,46485,30,47,34,6.9,EdTech,Missing features,Enterprise CSM,7,West
549,Q3,Mid-Market,Growth,Active,9353,10,31,60,8.7,Fintech,Not Applicable,Self-serve,3,East
550,Q3,Mid-Market,Growth,Active,13889,19,47,46,8.6,Fintech,Not Applicable,Self-serve,4,South
551,Q3,Mid-Market,Growth,Active,11578,27,28,42,6.5,Manufacturing,Not Applicable,Self-serve,5,West
552,Q3,SMB,Starter,Active,4752,19,9,67,7.2,EdTech,Not Applicable,Self-serve,5,East
553,Q3,Enterprise,Enterprise,Active,78134,7,154,64,6.3,Healthcare,Not Applicable,Enterprise CSM,1,North
554,Q3,Mid-Market,Enterprise,Paused,72553,19,22,20,7.8,Logistics,Not Applicable,Enterprise CSM,5,East
555,Q3,SMB,Starter,Churned,2012,22,4,40,4.1,Fintech,Missing features,Self-serve,8,North
556,Q3,Enterprise,Growth,Active,19838,9,27,46,7.0,Media,Not Applicable,Self-serve,0,West
557,Q3,Mid-Market,Growth,Trial,8788,4,28,45,6.8,Manufacturing,Not Applicable,Self-serve,6,East
558,Q3,SMB,Starter,Active,4216,18,4,58,7.5,Logistics,Not Applicable,Self-serve,5,North
559,Q3,Enterprise,Enterprise,Trial,71719,12,163,16,6.9,EdTech,Not Applicable,Enterprise CSM,4,West
560,Q3,Enterprise,Growth,Active,18255,18,14,52,8.0,Ecommerce,Not Applicable,Self-serve,2,South
561,Q3,Mid-Market,Starter,Active,2816,9,10,39,6.3,Healthcare,Not Applicable,Self-serve,3,South
562,Q3,Enterprise,Growth,Active,11057,2,32,57,8.7,Ecommerce,Not Applicable,Assisted,4,South
563,Q3,Mid-Market,Enterprise,Churned,34625,3,196,24,6.9,Ecommerce,Competitor,Enterprise CSM,10,East
564,Q3,Enterprise,Enterprise,Churned,76004,28,80,19,5.6,Manufacturing,Competitor,Enterprise CSM,6,West
565,Q3,Enterprise,Enterprise,Active,54235,32,126,47,7.7,SaaS,Not Applicable,Self-serve,1,North
566,Q3,SMB,Starter,Trial,2921,27,3,28,6.9,Ecommerce,Not Applicable,Self-serve,0,East
567,Q3,SMB,Growth,Churned,12300,8,34,25,5.9,Logistics,Price,Assisted,7,East
568,Q3,Mid-Market,Growth,Active,19250,30,41,48,7.9,Fintech,Not Applicable,Self-serve,2,North
569,Q3,SMB,Growth,Active,15636,20,7,61,8.9,Fintech,Not Applicable,Assisted,2,South
570,Q3,Enterprise,Enterprise,Churned,62106,7,183,28,3.5,Fintech,Missing features,Unknown,13,North
571,Q3,Mid-Market,Enterprise,Churned,47794,29,147,34,5.2,EdTech,Budget cut,Enterprise CSM,8,East
572,Q3,SMB,Starter,Paused,4083,5,7,50,5.2,SaaS,Not Applicable,Self-serve,0,North
573,Q3,Enterprise,Enterprise,Churned,67371,5,115,6,3.3,Ecommerce,Poor UX,Enterprise CSM,0,East
574,Q3,Enterprise,Starter,Churned,3177,2,9,34,6.9,SaaS,Missing features,Self-serve,7,North
575,Q3,SMB,Starter,Churned,2858,21,1,36,6.9,Media,Poor UX,Self-serve,11,South
576,Q3,SMB,Starter,Paused,4112,15,2,50,6.9,SaaS,Not Applicable,Self-serve,4,East
577,Q3,SMB,Starter,Active,4175,6,8,43,7.6,Fintech,Not Applicable,Self-serve,4,South
578,Q3,Enterprise,Enterprise,Churned,78112,11,127,27,3.6,Healthcare,Missing features,Enterprise CSM,6,South
579,Q3,Enterprise,Starter,Trial,3086,34,9,31,7.6,Media,Not Applicable,Self-serve,2,West
580,Q3,SMB,Starter,Paused,4643,20,7,34,5.3,SaaS,Not Applicable,Self-serve,2,East
581,Q3,Enterprise,Enterprise,Active,38252,6,108,73,7.7,Ecommerce,Not Applicable,Enterprise CSM,5,East
582,Q3,Enterprise,Enterprise,Active,72555,4,181,63,6.9,EdTech,Not Applicable,Enterprise CSM,5,North
583,Q3,SMB,Starter,Active,3167,24,9,62,8.3,Media,Not Applicable,Self-serve,0,East
584,Q3,SMB,Starter,Paused,2360,31,3,23,5.4,Manufacturing,Not Applicable,Self-serve,4,North
585,Q3,Enterprise,Enterprise,Trial,65691,14,151,51,7.8,Ecommerce,Not Applicable,Unknown,0,South
586,Q3,Mid-Market,Growth,Active,16111,11,25,62,8.7,EdTech,Not Applicable,Assisted,0,South
587,Q3,Mid-Market,Growth,Active,19583,18,49,43,8.8,Fintech,Not Applicable,Self-serve,1,West
588,Q3,Enterprise,Enterprise,Active,72360,25,66,66,7.9,Logistics,Not Applicable,Enterprise CSM,1,West
589,Q3,Enterprise,Enterprise,Active,53234,32,183,65,7.3,Fintech,Not Applicable,Self-serve,1,East
590,Q3,Mid-Market,Enterprise,Active,32616,11,130,54,8.2,Media,Not Applicable,Enterprise CSM,1,North
591,Q3,Mid-Market,Enterprise,Active,77843,34,86,43,7.3,Healthcare,Not Applicable,Enterprise CSM,2,South
592,Q3,SMB,Growth,Trial,14118,11,5,24,7.8,EdTech,Not Applicable,Assisted,1,South
593,Q3,Enterprise,Growth,Paused,8597,28,34,54,7.0,Fintech,Not Applicable,Assisted,2,East
594,Q3,Mid-Market,Starter,Active,3922,20,9,45,6.2,EdTech,Not Applicable,Self-serve,4,East
595,Q3,Enterprise,Enterprise,Active,72119,12,38,59,7.4,Logistics,Not Applicable,Enterprise CSM,2,North
596,Q3,Enterprise,Growth,Active,8050,25,32,72,8.8,EdTech,Not Applicable,Self-serve,4,East
597,Q3,SMB,Starter,Active,4431,28,9,65,6.3,Fintech,Not Applicable,Self-serve,0,East
598,Q3,SMB,Growth,Churned,12243,9,44,9,5.1,Manufacturing,Price,Unknown,6,North
599,Q3,Mid-Market,Growth,Paused,8611,13,45,23,7.9,Media,Not Applicable,Self-serve,3,East
600,Q3,Mid-Market,Growth,Trial,10014,31,27,46,7.9,Ecommerce,Not Applicable,Self-serve,2,South
601,Q3,SMB,Growth,Churned,17511,15,40,26,5.2,Ecommerce,Budget cut,Self-serve,4,West
602,Q3,Enterprise,Enterprise,Churned,65779,8,95,7,5.4,Ecommerce,Poor UX,Enterprise CSM,13,North
603,Q3,SMB,Starter,Trial,15075,20,2,44,5.3,SaaS,Not Applicable,Self-serve,3,East
604,Q3,SMB,Growth,Active,8883,34,25,35,6.6,Ecommerce,Not Applicable,Self-serve,1,East
605,Q3,Enterprise,Enterprise,Trial,50110,28,140,41,6.7,Logistics,Not Applicable,Enterprise CSM,2,South
606,Q3,SMB,Growth,Active,17945,36,35,36,7.9,EdTech,Not Applicable,Assisted,5,West
607,Q3,Enterprise,Enterprise,Active,47502,2,200,36,8.1,EdTech,Not Applicable,Enterprise CSM,2,West
608,Q3,Mid-Market,Starter,Active,2320,5,9,35,6.3,EdTech,Not Applicable,Self-serve,5,South
609,Q3,Enterprise,Enterprise,Active,34225,8,79,63,7.9,Logistics,Not Applicable,Enterprise CSM,3,South
610,Q3,Mid-Market,Growth,Churned,12335,29,11,18,3.2,Manufacturing,Budget cut,Assisted,14,East
611,Q3,Mid-Market,Growth,Trial,17831,4,37,48,6.1,Healthcare,Not Applicable,Self-serve,5,South
612,Q3,Enterprise,Growth,Paused,14915,25,43,29,6.9,Fintech,Not Applicable,Self-serve,6,South
613,Q3,Mid-Market,Growth,Active,9302,25,21,48,9.0,Fintech,Not Applicable,Self-serve,2,East
614,Q3,Mid-Market,Growth,Active,16699,11,29,68,7.4,Manufacturing,Not Applicable,Self-serve,2,East
615,Q3,Mid-Market,Enterprise,Active,50266,19,185,45,8.0,SaaS,Not Applicable,Enterprise CSM,5,North
616,Q3,SMB,Starter,Churned,2591,23,6,26,4.5,Media,Price,Self-serve,11,East
617,Q3,Enterprise,Growth,Active,18617,9,46,51,8.1,Healthcare,Not Applicable,Self-serve,0,East
618,Q3,SMB,Starter,Churned,3451,25,6,22,3.4,Media,Price,Self-serve,9,West
619,Q3,Enterprise,Enterprise,Churned,47445,9,78,7,4.2,Fintech,Competitor,Enterprise CSM,10,East
620,Q3,SMB,Growth,Trial,18008,28,48,43,5.8,Manufacturing,Not Applicable,Unknown,1,North
621,Q3,Enterprise,Enterprise,Active,60100,15,154,70,8.8,SaaS,Not Applicable,Enterprise CSM,3,South
622,Q3,SMB,Growth,Active,17110,30,26,36,7.3,Fintech,Not Applicable,Assisted,1,West
623,Q3,Mid-Market,Growth,Active,13628,17,26,44,6.5,Logistics,Not Applicable,Self-serve,6,South
624,Q3,Enterprise,Growth,Trial,15106,9,20,51,5.4,Fintech,Not Applicable,Assisted,4,East
625,Q3,Mid-Market,Starter,Active,3235,5,2,54,6.1,Ecommerce,Not Applicable,Self-serve,2,North
626,Q3,Mid-Market,Enterprise,Churned,41717,16,29,18,5.6,Ecommerce,Missing features,Enterprise CSM,7,East
627,Q3,SMB,Starter,Active,3379,34,6,73,7.7,EdTech,Not Applicable,Self-serve,1,West
628,Q3,Mid-Market,Starter,Active,2703,3,3,71,7.8,EdTech,Not Applicable,Self-serve,6,West
629,Q3,Mid-Market,Growth,Active,11201,24,14,50,6.0,Healthcare,Not Applicable,Assisted,0,South
630,Q3,SMB,Growth,Active,19173,34,10,54,7.0,EdTech,Not Applicable,Assisted,4,West
631,Q3,Enterprise,Enterprise,Churned,75061,31,135,15,5.3,SaaS,Missing features,Enterprise CSM,13,North
632,Q3,SMB,Starter,Active,4247,21,7,38,6.5,Logistics,Not Applicable,Self-serve,5,North
633,Q3,SMB,Starter,Active,3374,4,6,42,7.1,Manufacturing,Not Applicable,Self-serve,4,South
634,Q3,SMB,Growth,Active,15808,25,29,47,7.7,Healthcare,Not Applicable,Assisted,3,South
635,Q3,Mid-Market,Growth,Active,16888,7,49,42,6.2,Media,Not Applicable,Self-serve,2,North
636,Q3,SMB,Growth,Churned,10015,5,31,11,4.0,Fintech,Price,Assisted,15,East
637,Q3,SMB,Starter,Churned,3937,35,3,12,4.2,Ecommerce,Competitor,Self-serve,14,North
638,Q3,SMB,Enterprise,Trial,38953,5,121,53,5.5,SaaS,Not Applicable,Enterprise CSM,6,East
639,Q3,Mid-Market,Enterprise,Active,44919,23,187,74,6.9,SaaS,Not Applicable,Enterprise CSM,0,South
640,Q3,Mid-Market,Starter,Active,2462,13,5,42,7.3,Logistics,Not Applicable,Self-serve,1,West
641,Q3,Enterprise,Starter,Active,2374,16,8,64,6.2,Fintech,Not Applicable,Self-serve,2,East
642,Q3,Enterprise,Enterprise,Churned,60225,35,134,14,4.9,Manufacturing,No response,Enterprise CSM,5,East
643,Q3,Enterprise,Enterprise,Churned,68146,7,141,16,4.4,Media,Budget cut,Enterprise CSM,4,South
644,Q3,Enterprise,Enterprise,Active,47343,3,135,61,7.6,EdTech,Not Applicable,Enterprise CSM,1,East
645,Q3,Enterprise,Starter,Trial,3039,15,6,18,6.7,SaaS,Not Applicable,Self-serve,5,North
646,Q3,SMB,Growth,Trial,9638,15,5,41,5.4,Fintech,Not Applicable,Assisted,2,North
647,Q3,Mid-Market,Growth,Active,8728,4,13,37,8.9,Media,Not Applicable,Assisted,1,South
648,Q3,Mid-Market,Growth,Paused,16698,23,30,53,6.8,Manufacturing,Not Applicable,Assisted,2,South
649,Q3,Mid-Market,Starter,Paused,4458,35,4,41,7.2,Ecommerce,Not Applicable,Self-serve,5,North
650,Q3,Mid-Market,Growth,Churned,14243,11,11,15,6.9,SaaS,Poor UX,Self-serve,9,South
651,Q3,SMB,Starter,Paused,3665,26,2,50,6.9,EdTech,Not Applicable,Self-serve,5,North
652,Q3,Mid-Market,Growth,Paused,14611,3,28,53,6.3,Media,Not Applicable,Self-serve,4,East
653,Q3,SMB,Starter,Churned,2220,26,3,27,4.0,SaaS,Poor UX,Self-serve,10,East
654,Q3,SMB,Starter,Active,3926,36,4,51,8.7,SaaS,Not Applicable,Self-serve,0,North
655,Q3,Mid-Market,Enterprise,Churned,61495,5,75,8,4.8,Fintech,Price,Self-serve,6,South
656,Q3,Enterprise,Enterprise,Active,33592,33,38,69,8.4,Manufacturing,Not Applicable,Enterprise CSM,1,North
657,Q3,Enterprise,Growth,Trial,11950,29,41,53,6.0,Manufacturing,Not Applicable,Self-serve,2,West
658,Q3,SMB,Starter,Active,3570,19,8,65,8.4,Healthcare,Not Applicable,Self-serve,1,North
659,Q3,SMB,Starter,Active,4807,12,2,71,6.7,Healthcare,Not Applicable,Self-serve,3,East
660,Q3,Mid-Market,Enterprise,Active,65849,19,126,67,7.4,Manufacturing,Not Applicable,Enterprise CSM,1,East
661,Q3,SMB,Starter,Active,3961,7,7,75,6.5,Ecommerce,Not Applicable,Self-serve,4,East
662,Q3,Mid-Market,Enterprise,Churned,32077,20,82,21,3.9,SaaS,No response,Enterprise CSM,12,North
663,Q3,Mid-Market,Growth,Active,8742,28,18,38,7.2,Logistics,Not Applicable,Self-serve,5,East
664,Q3,Enterprise,Enterprise,Paused,70203,11,108,30,5.4,Healthcare,Not Applicable,Enterprise CSM,5,South
665,Q3,Enterprise,Enterprise,Trial,57854,27,23,37,6.6,Fintech,Not Applicable,Enterprise CSM,0,South
666,Q3,Enterprise,Enterprise,Active,30495,28,147,65,7.4,SaaS,Not Applicable,Unknown,1,East
667,Q3,SMB,Starter,Active,4475,15,7,67,7.3,Fintech,Not Applicable,Self-serve,4,South
668,Q3,SMB,Starter,Churned,2118,24,8,29,5.9,EdTech,Missing features,Self-serve,14,West
669,Q3,Mid-Market,Growth,Active,12327,31,15,68,8.5,SaaS,Not Applicable,Assisted,4,South
670,Q3,Mid-Market,Growth,Churned,13298,29,28,32,5.8,Healthcare,Missing features,Assisted,8,West
671,Q3,Enterprise,Enterprise,Active,33269,27,73,53,8.5,Manufacturing,Not Applicable,Enterprise CSM,1,East
672,Q3,Mid-Market,Growth,Trial,10353,29,34,35,6.2,Ecommerce,Not Applicable,Assisted,4,North
673,Q3,SMB,Starter,Active,2701,7,8,72,6.2,Manufacturing,Not Applicable,Self-serve,4,West
674,Q3,SMB,Starter,Churned,2096,23,9,26,3.6,EdTech,Poor UX,Self-serve,9,South
675,Q3,Enterprise,Enterprise,Active,31358,11,110,66,6.5,Logistics,Not Applicable,Enterprise CSM,4,East
676,Q3,SMB,Starter,Active,2019,20,9,68,8.9,Logistics,Not Applicable,Self-serve,1,West
677,Q3,SMB,Enterprise,Churned,54738,19,104,40,4.8,Healthcare,Missing features,Enterprise CSM,12,East
678,Q3,SMB,Growth,Trial,17600,33,26,39,7.8,Healthcare,Not Applicable,Assisted,4,East
679,Q3,SMB,Enterprise,Churned,38821,6,73,14,5.8,Fintech,Budget cut,Enterprise CSM,5,North
680,Q3,Enterprise,Enterprise,Active,72814,16,78,47,7.9,Manufacturing,Not Applicable,Enterprise CSM,6,West
681,Q3,Enterprise,Enterprise,Churned,50632,32,153,7,3.5,Media,Competitor,Enterprise CSM,10,East
682,Q3,SMB,Growth,Active,11213,18,19,68,6.5,Media,Not Applicable,Assisted,5,West
683,Q3,Enterprise,Enterprise,Active,71747,5,22,74,7.8,Logistics,Not Applicable,Enterprise CSM,3,North
684,Q3,Enterprise,Enterprise,Trial,54114,13,121,35,7.8,EdTech,Not Applicable,Enterprise CSM,3,East
685,Q3,SMB,Growth,Churned,13079,16,43,19,5.7,Healthcare,Poor UX,Self-serve,8,West
686,Q3,Mid-Market,Growth,Paused,16197,19,21,30,6.9,SaaS,Not Applicable,Assisted,5,South
687,Q3,Enterprise,Enterprise,Active,67427,17,123,72,7.3,Media,Not Applicable,Enterprise CSM,2,East
688,Q3,Enterprise,Enterprise,Trial,54175,15,113,47,6.4,Media,Not Applicable,Self-serve,6,East
689,Q3,Mid-Market,Growth,Trial,15997,35,14,39,6.9,Ecommerce,Not Applicable,Assisted,1,East
690,Q3,Mid-Market,Enterprise,Active,66716,11,91,35,7.6,Media,Not Applicable,Unknown,4,North
691,Q3,Enterprise,Enterprise,Active,42270,14,100,60,7.9,SaaS,Not Applicable,Enterprise CSM,5,North
692,Q3,Enterprise,Enterprise,Active,75475,16,31,68,6.9,Healthcare,Not Applicable,Unknown,3,East
693,Q3,Enterprise,Growth,Active,11539,17,45,73,6.0,Ecommerce,Not Applicable,Assisted,4,North
694,Q3,SMB,Starter,Churned,3715,32,5,14,4.8,Fintech,No response,Self-serve,11,East
695,Q3,SMB,Starter,Active,4700,33,4,40,6.9,Fintech,Not Applicable,Self-serve,1,North
696,Q3,SMB,Starter,Active,4748,13,10,42,7.9,Media,Not Applicable,Self-serve,2,West
697,Q3,SMB,Starter,Active,3943,17,10,47,6.3,Healthcare,Not Applicable,Self-serve,6,West
698,Q3,SMB,Starter,Active,3196,4,1,38,6.1,SaaS,Not Applicable,Self-serve,3,North
699,Q3,Enterprise,Growth,Churned,10795,23,23,38,5.8,EdTech,Price,Assisted,5,East
700,Q3,SMB,Starter,Churned,2143,10,7,24,6.9,Media,No response,Self-serve,13,East
701,Q3,Mid-Market,Growth,Churned,13869,9,7,9,4.0,Media,Missing features,Self-serve,11,East
702,Q3,Mid-Market,Enterprise,Active,49229,32,82,58,8.7,Ecommerce,Not Applicable,Enterprise CSM,2,West
703,Q3,Mid-Market,Growth,Paused,12676,4,44,18,6.2,Manufacturing,Not Applicable,Assisted,1,West
704,Q3,Enterprise,Enterprise,Active,30047,34,137,46,6.8,Media,Not Applicable,Self-serve,4,North
705,Q3,SMB,Growth,Churned,19515,9,28,26,3.2,Healthcare,Competitor,Self-serve,11,South
706,Q3,Enterprise,Enterprise,Active,70528,28,40,61,7.0,EdTech,Not Applicable,Enterprise CSM,2,North
707,Q3,SMB,Starter,Churned,4885,13,2,25,3.5,Manufacturing,No response,Self-serve,13,North
708,Q3,Mid-Market,Enterprise,Active,46855,21,116,68,6.0,Media,Not Applicable,Enterprise CSM,2,South
709,Q3,Enterprise,Starter,Active,3687,6,2,47,8.5,Logistics,Not Applicable,Self-serve,5,East
710,Q3,Enterprise,Enterprise,Active,64563,18,31,41,9.0,EdTech,Not Applicable,Enterprise CSM,5,East
711,Q3,SMB,Starter,Churned,2269,14,8,24,4.2,Healthcare,Missing features,Self-serve,13,South
712,Q3,Mid-Market,Starter,Churned,4039,10,9,22,3.1,Ecommerce,Budget cut,Self-serve,5,East
713,Q3,Enterprise,Enterprise,Active,44246,8,171,66,8.6,EdTech,Not Applicable,Enterprise CSM,5,East
714,Q3,SMB,Starter,Trial,4122,3,8,46,6.7,EdTech,Not Applicable,Self-serve,6,South
715,Q3,Enterprise,Enterprise,Active,41644,4,104,72,8.2,Healthcare,Not Applicable,Enterprise CSM,4,North
716,Q3,SMB,Growth,Trial,19914,9,39,20,6.2,Media,Not Applicable,Assisted,2,South
717,Q3,Mid-Market,Enterprise,Trial,66056,13,159,48,6.0,Healthcare,Not Applicable,Enterprise CSM,1,East
718,Q3,SMB,Starter,Active,2494,5,1,58,7.1,Media,Not Applicable,Self-serve,5,West
719,Q3,SMB,Starter,Active,4016,29,1,67,8.1,SaaS,Not Applicable,Self-serve,5,East
720,Q3,Mid-Market,Growth,Churned,11228,28,17,20,4.1,SaaS,Missing features,Assisted,6,West
721,Q3,SMB,Growth,Active,17143,16,47,67,8.9,Logistics,Not Applicable,Assisted,3,West
722,Q3,Mid-Market,Growth,Active,12469,20,39,47,6.1,SaaS,Not Applicable,Assisted,3,East
723,Q3,Mid-Market,Enterprise,Active,54487,27,134,52,6.9,Healthcare,Not Applicable,Enterprise CSM,3,North
724,Q3,Enterprise,Enterprise,Active,71434,15,80,52,8.7,Ecommerce,Not Applicable,Enterprise CSM,1,North
725,Q3,Enterprise,Growth,Active,18048,36,20,75,6.8,Ecommerce,Not Applicable,Self-serve,0,East
726,Q3,Enterprise,Enterprise,Active,51653,11,33,70,8.2,Media,Not Applicable,Enterprise CSM,1,South
727,Q3,Enterprise,Enterprise,Paused,51580,21,165,17,7.9,Ecommerce,Not Applicable,Enterprise CSM,6,East
728,Q3,SMB,Starter,Trial,4331,12,8,54,5.4,Logistics,Not Applicable,Self-serve,6,East
729,Q3,Mid-Market,Enterprise,Paused,61906,34,175,39,5.6,Manufacturing,Not Applicable,Enterprise CSM,2,North
730,Q3,Enterprise,Enterprise,Churned,37351,4,144,26,4.2,EdTech,Price,Self-serve,11,North
731,Q3,SMB,Growth,Active,16877,2,29,62,7.3,Media,Not Applicable,Assisted,3,East
732,Q3,Mid-Market,Growth,Active,15623,6,8,58,8.0,Manufacturing,Not Applicable,Assisted,3,West
733,Q3,SMB,Growth,Churned,19939,35,16,11,3.4,Manufacturing,Price,Assisted,5,East
734,Q3,SMB,Starter,Churned,3860,3,5,29,3.9,SaaS,Poor UX,Self-serve,3,North
735,Q3,Mid-Market,Enterprise,Active,68547,3,160,45,6.8,Logistics,Not Applicable,Enterprise CSM,0,South
736,Q3,Enterprise,Growth,Churned,16786,9,17,12,3.3,Media,Missing features,Self-serve,14,South
737,Q3,Mid-Market,Growth,Paused,13562,12,29,17,6.9,Media,Not Applicable,Assisted,3,West
738,Q3,Enterprise,Enterprise,Paused,36184,25,96,51,7.2,Healthcare,Not Applicable,Enterprise CSM,2,South
739,Q3,SMB,Starter,Churned,3428,22,7,20,5.5,Ecommerce,Budget cut,Self-serve,6,East
740,Q3,SMB,Enterprise,Active,79009,23,149,40,6.1,Logistics,Not Applicable,Enterprise CSM,3,West
741,Q3,Mid-Market,Starter,Active,2197,28,4,56,7.5,Manufacturing,Not Applicable,Self-serve,5,East
742,Q3,Enterprise,Enterprise,Active,58346,17,52,46,6.9,Media,Not Applicable,Enterprise CSM,4,North
743,Q3,SMB,Growth,Trial,14637,10,11,15,6.8,Healthcare,Not Applicable,Assisted,5,North
744,Q3,Enterprise,Enterprise,Active,40395,8,68,40,6.5,EdTech,Not Applicable,Unknown,4,North
745,Q3,Enterprise,Growth,Churned,18551,6,11,10,4.1,SaaS,Missing features,Assisted,10,East
746,Q3,Mid-Market,Starter,Churned,2321,34,9,34,4.9,Ecommerce,Poor UX,Self-serve,10,East
747,Q3,Enterprise,Enterprise,Active,31771,26,60,52,7.5,Ecommerce,Not Applicable,Enterprise CSM,3,East
748,Q3,Enterprise,Growth,Active,16084,35,11,65,8.0,Media,Not Applicable,Self-serve,5,North
749,Q3,Enterprise,Enterprise,Active,45622,10,123,36,6.5,Fintech,Not Applicable,Enterprise CSM,5,North
